date,time,close,atm_strike,month
18-03-2024,13:00:00,22063.0,22050,March
18-03-2024,13:15:00,22072.55,22050,March
18-03-2024,13:30:00,22072.7,22050,March
18-03-2024,13:45:00,22061.6,22050,March
18-03-2024,14:00:00,22075.9,22100,March
18-03-2024,14:15:00,22067.55,22050,March
18-03-2024,14:30:00,22106.9,22100,March
18-03-2024,14:45:00,22100.35,22100,March
19-03-2024,09:45:00,21965.7,21950,March
19-03-2024,10:00:00,21886.2,21900,March
19-03-2024,10:15:00,21873.0,21850,March
19-03-2024,10:30:00,21842.05,21850,March
19-03-2024,10:45:00,21873.25,21850,March
19-03-2024,11:00:00,21865.1,21850,March
19-03-2024,11:15:00,21863.7,21850,March
19-03-2024,11:30:00,21867.8,21850,March
19-03-2024,11:45:00,21813.9,21800,March
19-03-2024,12:00:00,21823.45,21800,March
19-03-2024,12:15:00,21829.15,21850,March
19-03-2024,12:30:00,21844.2,21850,March
19-03-2024,12:45:00,21847.45,21850,March
19-03-2024,13:00:00,21860.35,21850,March
19-03-2024,13:15:00,21855.25,21850,March
19-03-2024,13:30:00,21851.4,21850,March
19-03-2024,13:45:00,21863.7,21850,March
19-03-2024,14:00:00,21839.15,21850,March
19-03-2024,14:15:00,21809.25,21800,March
19-03-2024,14:30:00,21828.6,21850,March
19-03-2024,14:45:00,21840.4,21850,March
20-03-2024,09:45:00,21859.6,21850,March
20-03-2024,10:00:00,21823.7,21800,March
20-03-2024,10:15:00,21778.65,21800,March
20-03-2024,10:30:00,21755.7,21750,March
20-03-2024,10:45:00,21720.5,21700,March
20-03-2024,11:00:00,21781.9,21800,March
20-03-2024,11:15:00,21779.4,21800,March
20-03-2024,11:30:00,21786.3,21800,March
20-03-2024,11:45:00,21857.1,21850,March
20-03-2024,12:00:00,21844.2,21850,March
20-03-2024,12:15:00,21837.0,21850,March
20-03-2024,12:30:00,21858.2,21850,March
20-03-2024,12:45:00,21874.75,21850,March
20-03-2024,13:00:00,21865.9,21850,March
20-03-2024,13:15:00,21907.3,21900,March
20-03-2024,13:30:00,21892.8,21900,March
20-03-2024,13:45:00,21902.45,21900,March
20-03-2024,14:00:00,21856.0,21850,March
20-03-2024,14:15:00,21851.0,21850,March
20-03-2024,14:30:00,21843.15,21850,March
20-03-2024,14:45:00,21853.0,21850,March
21-03-2024,09:45:00,22004.35,22000,March
21-03-2024,10:00:00,22008.4,22000,March
21-03-2024,10:15:00,22071.4,22050,March
21-03-2024,10:30:00,22052.7,22050,March
21-03-2024,10:45:00,22052.8,22050,March
21-03-2024,11:00:00,22063.15,22050,March
21-03-2024,11:15:00,22072.6,22050,March
21-03-2024,11:30:00,22062.4,22050,March
21-03-2024,11:45:00,22036.0,22050,March
21-03-2024,12:00:00,22000.9,22000,March
21-03-2024,12:15:00,21951.2,21950,March
21-03-2024,12:30:00,21971.15,21950,March
21-03-2024,12:45:00,21997.35,22000,March
21-03-2024,13:00:00,22002.35,22000,March
21-03-2024,13:15:00,22000.1,22000,March
21-03-2024,13:30:00,22008.8,22000,March
21-03-2024,13:45:00,22016.15,22000,March
21-03-2024,14:00:00,22000.6,22000,March
21-03-2024,14:15:00,22001.6,22000,March
21-03-2024,14:30:00,22019.65,22000,March
21-03-2024,14:45:00,22028.55,22050,March
22-03-2024,09:45:00,21916.05,21900,March
22-03-2024,10:00:00,21993.0,22000,March
22-03-2024,10:15:00,22033.2,22050,March
22-03-2024,10:30:00,22048.65,22050,March
22-03-2024,10:45:00,22041.85,22050,March
22-03-2024,11:00:00,22035.9,22050,March
22-03-2024,11:15:00,22049.6,22050,March
22-03-2024,11:30:00,22077.9,22100,March
22-03-2024,11:45:00,22082.85,22100,March
22-03-2024,12:00:00,22096.4,22100,March
22-03-2024,12:15:00,22074.0,22050,March
22-03-2024,12:30:00,22085.6,22100,March
22-03-2024,12:45:00,22090.35,22100,March
22-03-2024,13:00:00,22101.15,22100,March
22-03-2024,13:15:00,22108.5,22100,March
22-03-2024,13:30:00,22111.55,22100,March
22-03-2024,13:45:00,22090.0,22100,March
22-03-2024,14:00:00,22097.45,22100,March
22-03-2024,14:15:00,22112.5,22100,March
22-03-2024,14:30:00,22138.55,22150,March
22-03-2024,14:45:00,22164.3,22150,March
26-03-2024,09:45:00,22011.95,22000,March
26-03-2024,10:00:00,22031.6,22050,March
26-03-2024,10:15:00,22017.0,22000,March
26-03-2024,10:30:00,22056.9,22050,March
26-03-2024,10:45:00,22031.4,22050,March
26-03-2024,11:00:00,22029.15,22050,March
26-03-2024,11:15:00,22031.7,22050,March
26-03-2024,11:30:00,22051.55,22050,March
26-03-2024,11:45:00,22058.95,22050,March
26-03-2024,12:00:00,22057.9,22050,March
26-03-2024,12:15:00,22036.95,22050,March
26-03-2024,12:30:00,22054.55,22050,March
26-03-2024,12:45:00,22054.4,22050,March
26-03-2024,13:00:00,22065.6,22050,March
26-03-2024,13:15:00,22057.3,22050,March
26-03-2024,13:30:00,22045.75,22050,March
26-03-2024,13:45:00,22034.2,22050,March
26-03-2024,14:00:00,22048.6,22050,March
26-03-2024,14:15:00,22039.95,22050,March
26-03-2024,14:30:00,22045.65,22050,March
26-03-2024,14:45:00,22009.1,22000,March
27-03-2024,09:45:00,22117.9,22100,March
27-03-2024,10:00:00,22139.1,22150,March
27-03-2024,10:15:00,22146.75,22150,March
27-03-2024,10:30:00,22139.05,22150,March
27-03-2024,10:45:00,22154.85,22150,March
27-03-2024,11:00:00,22153.15,22150,March
27-03-2024,11:15:00,22158.15,22150,March
27-03-2024,11:30:00,22162.65,22150,March
27-03-2024,11:45:00,22171.6,22150,March
27-03-2024,12:00:00,22174.85,22150,March
27-03-2024,12:15:00,22164.25,22150,March
27-03-2024,12:30:00,22160.75,22150,March
27-03-2024,12:45:00,22159.35,22150,March
27-03-2024,13:00:00,22172.85,22150,March
27-03-2024,13:15:00,22165.4,22150,March
27-03-2024,13:30:00,22168.4,22150,March
27-03-2024,13:45:00,22184.9,22200,March
27-03-2024,14:00:00,22180.15,22200,March
27-03-2024,14:15:00,22188.05,22200,March
27-03-2024,14:30:00,22174.7,22150,March
27-03-2024,14:45:00,22170.0,22150,March
28-03-2024,09:45:00,22257.9,22250,March
28-03-2024,10:00:00,22294.05,22300,March
28-03-2024,10:15:00,22317.15,22300,March
28-03-2024,10:30:00,22285.05,22300,March
28-03-2024,10:45:00,22354.9,22350,March
28-03-2024,11:00:00,22352.05,22350,March
28-03-2024,11:15:00,22356.9,22350,March
28-03-2024,11:30:00,22362.85,22350,March
28-03-2024,11:45:00,22361.95,22350,March
28-03-2024,12:00:00,22337.15,22350,March
28-03-2024,12:15:00,22335.3,22350,March
28-03-2024,12:30:00,22354.4,22350,March
28-03-2024,12:45:00,22411.9,22400,March
28-03-2024,13:00:00,22405.75,22400,March
28-03-2024,13:15:00,22410.75,22400,March
28-03-2024,13:30:00,22414.45,22400,March
28-03-2024,13:45:00,22415.55,22400,March
28-03-2024,14:00:00,22437.65,22450,March
28-03-2024,14:15:00,22461.25,22450,March
28-03-2024,14:30:00,22484.2,22500,March
28-03-2024,14:45:00,22489.55,22500,March
01-04-2024,09:45:00,22493.15,22500,April
01-04-2024,10:00:00,22520.0,22500,April
01-04-2024,10:15:00,22504.0,22500,April
01-04-2024,10:30:00,22493.2,22500,April
01-04-2024,10:45:00,22492.05,22500,April
01-04-2024,11:00:00,22475.8,22500,April
01-04-2024,11:15:00,22484.8,22500,April
01-04-2024,11:30:00,22486.2,22500,April
01-04-2024,11:45:00,22465.55,22450,April
01-04-2024,12:00:00,22482.5,22500,April
01-04-2024,12:15:00,22464.35,22450,April
01-04-2024,12:30:00,22475.25,22500,April
01-04-2024,12:45:00,22474.25,22450,April
01-04-2024,13:00:00,22460.3,22450,April
01-04-2024,13:15:00,22449.05,22450,April
01-04-2024,13:30:00,22466.65,22450,April
01-04-2024,13:45:00,22457.65,22450,April
01-04-2024,14:00:00,22465.9,22450,April
01-04-2024,14:15:00,22459.9,22450,April
01-04-2024,14:30:00,22457.95,22450,April
01-04-2024,14:45:00,22444.3,22450,April
02-04-2024,09:45:00,22473.55,22450,April
02-04-2024,10:00:00,22437.55,22450,April
02-04-2024,10:15:00,22435.25,22450,April
02-04-2024,10:30:00,22431.6,22450,April
02-04-2024,10:45:00,22425.1,22450,April
02-04-2024,11:00:00,22393.2,22400,April
02-04-2024,11:15:00,22433.05,22450,April
02-04-2024,11:30:00,22420.75,22400,April
02-04-2024,11:45:00,22421.85,22400,April
02-04-2024,12:00:00,22418.25,22400,April
02-04-2024,12:15:00,22421.9,22400,April
02-04-2024,12:30:00,22423.8,22400,April
02-04-2024,12:45:00,22428.6,22450,April
02-04-2024,13:00:00,22423.3,22400,April
02-04-2024,13:15:00,22407.85,22400,April
02-04-2024,13:30:00,22418.55,22400,April
02-04-2024,13:45:00,22414.4,22400,April
02-04-2024,14:00:00,22409.3,22400,April
02-04-2024,14:15:00,22415.75,22400,April
02-04-2024,14:30:00,22424.25,22400,April
02-04-2024,14:45:00,22426.55,22450,April
03-04-2024,09:45:00,22374.45,22350,April
03-04-2024,10:00:00,22384.6,22400,April
03-04-2024,10:15:00,22451.7,22450,April
03-04-2024,10:30:00,22456.95,22450,April
03-04-2024,10:45:00,22448.8,22450,April
03-04-2024,11:00:00,22449.85,22450,April
03-04-2024,11:15:00,22452.1,22450,April
03-04-2024,11:30:00,22458.15,22450,April
03-04-2024,11:45:00,22453.05,22450,April
03-04-2024,12:00:00,22459.35,22450,April
03-04-2024,12:15:00,22488.9,22500,April
03-04-2024,12:30:00,22486.0,22500,April
03-04-2024,12:45:00,22505.75,22500,April
03-04-2024,13:00:00,22501.15,22500,April
03-04-2024,13:15:00,22488.85,22500,April
03-04-2024,13:30:00,22493.45,22500,April
03-04-2024,13:45:00,22495.4,22500,April
03-04-2024,14:00:00,22468.3,22450,April
03-04-2024,14:15:00,22498.9,22500,April
03-04-2024,14:30:00,22474.3,22450,April
03-04-2024,14:45:00,22447.7,22450,April
04-04-2024,09:45:00,22469.8,22450,April
04-04-2024,10:00:00,22417.9,22400,April
04-04-2024,10:15:00,22391.15,22400,April
04-04-2024,10:30:00,22418.6,22400,April
04-04-2024,10:45:00,22419.6,22400,April
04-04-2024,11:00:00,22369.75,22350,April
04-04-2024,11:15:00,22413.0,22400,April
04-04-2024,11:30:00,22411.85,22400,April
04-04-2024,11:45:00,22388.4,22400,April
04-04-2024,12:00:00,22390.4,22400,April
04-04-2024,12:15:00,22382.95,22400,April
04-04-2024,12:30:00,22393.75,22400,April
04-04-2024,12:45:00,22465.05,22450,April
04-04-2024,13:00:00,22478.55,22500,April
04-04-2024,13:15:00,22486.45,22500,April
04-04-2024,13:30:00,22540.2,22550,April
04-04-2024,13:45:00,22525.65,22550,April
04-04-2024,14:00:00,22522.2,22500,April
04-04-2024,14:15:00,22526.6,22550,April
04-04-2024,14:30:00,22545.1,22550,April
04-04-2024,14:45:00,22559.95,22550,April
05-04-2024,09:45:00,22474.4,22450,April
05-04-2024,10:00:00,22473.65,22450,April
05-04-2024,10:15:00,22475.6,22500,April
05-04-2024,10:30:00,22498.75,22500,April
05-04-2024,10:45:00,22494.1,22500,April
05-04-2024,11:00:00,22502.9,22500,April
05-04-2024,11:15:00,22513.45,22500,April
05-04-2024,11:30:00,22488.25,22500,April
05-04-2024,11:45:00,22492.25,22500,April
05-04-2024,12:00:00,22492.95,22500,April
05-04-2024,12:15:00,22493.25,22500,April
05-04-2024,12:30:00,22497.65,22500,April
05-04-2024,12:45:00,22491.3,22500,April
05-04-2024,13:00:00,22487.55,22500,April
05-04-2024,13:15:00,22487.55,22500,April
05-04-2024,13:30:00,22501.25,22500,April
05-04-2024,13:45:00,22493.75,22500,April
05-04-2024,14:00:00,22517.55,22500,April
05-04-2024,14:15:00,22509.85,22500,April
05-04-2024,14:30:00,22508.45,22500,April
05-04-2024,14:45:00,22497.5,22500,April
08-04-2024,09:45:00,22609.15,22600,April
08-04-2024,10:00:00,22592.45,22600,April
08-04-2024,10:15:00,22627.45,22650,April
08-04-2024,10:30:00,22616.85,22600,April
08-04-2024,10:45:00,22614.8,22600,April
08-04-2024,11:00:00,22626.4,22650,April
08-04-2024,11:15:00,22625.85,22650,April
08-04-2024,11:30:00,22629.8,22650,April
08-04-2024,11:45:00,22646.3,22650,April
08-04-2024,12:00:00,22645.65,22650,April
08-04-2024,12:15:00,22652.9,22650,April
08-04-2024,12:30:00,22662.05,22650,April
08-04-2024,12:45:00,22670.4,22650,April
08-04-2024,13:00:00,22680.25,22700,April
08-04-2024,13:15:00,22693.2,22700,April
08-04-2024,13:30:00,22651.1,22650,April
08-04-2024,13:45:00,22669.45,22650,April
08-04-2024,14:00:00,22649.1,22650,April
08-04-2024,14:15:00,22665.05,22650,April
08-04-2024,14:30:00,22672.8,22650,April
08-04-2024,14:45:00,22672.5,22650,April
09-04-2024,09:45:00,22736.85,22750,April
09-04-2024,10:00:00,22745.9,22750,April
09-04-2024,10:15:00,22749.6,22750,April
09-04-2024,10:30:00,22754.6,22750,April
09-04-2024,10:45:00,22756.05,22750,April
09-04-2024,11:00:00,22746.05,22750,April
09-04-2024,11:15:00,22734.4,22750,April
09-04-2024,11:30:00,22735.7,22750,April
09-04-2024,11:45:00,22744.5,22750,April
09-04-2024,12:00:00,22746.65,22750,April
09-04-2024,12:15:00,22715.85,22700,April
09-04-2024,12:30:00,22704.1,22700,April
09-04-2024,12:45:00,22688.65,22700,April
09-04-2024,13:00:00,22688.3,22700,April
09-04-2024,13:15:00,22681.0,22700,April
09-04-2024,13:30:00,22668.75,22650,April
09-04-2024,13:45:00,22657.0,22650,April
09-04-2024,14:00:00,22658.7,22650,April
09-04-2024,14:15:00,22619.35,22600,April
09-04-2024,14:30:00,22644.3,22650,April
09-04-2024,14:45:00,22639.05,22650,April
10-04-2024,09:45:00,22715.85,22700,April
10-04-2024,10:00:00,22696.7,22700,April
10-04-2024,10:15:00,22709.3,22700,April
10-04-2024,10:30:00,22698.25,22700,April
10-04-2024,10:45:00,22703.8,22700,April
10-04-2024,11:00:00,22706.25,22700,April
10-04-2024,11:15:00,22702.45,22700,April
10-04-2024,11:30:00,22682.05,22700,April
10-04-2024,11:45:00,22681.0,22700,April
10-04-2024,12:00:00,22694.45,22700,April
10-04-2024,12:15:00,22701.25,22700,April
10-04-2024,12:30:00,22706.2,22700,April
10-04-2024,12:45:00,22698.65,22700,April
10-04-2024,13:00:00,22697.85,22700,April
10-04-2024,13:15:00,22712.65,22700,April
10-04-2024,13:30:00,22730.95,22750,April
10-04-2024,13:45:00,22737.35,22750,April
10-04-2024,14:00:00,22740.5,22750,April
10-04-2024,14:15:00,22725.25,22750,April
10-04-2024,14:30:00,22735.6,22750,April
10-04-2024,14:45:00,22742.35,22750,April
12-04-2024,09:45:00,22650.6,22650,April
12-04-2024,10:00:00,22654.3,22650,April
12-04-2024,10:15:00,22640.0,22650,April
12-04-2024,10:30:00,22651.85,22650,April
12-04-2024,10:45:00,22659.35,22650,April
12-04-2024,11:00:00,22658.7,22650,April
12-04-2024,11:15:00,22659.0,22650,April
12-04-2024,11:30:00,22672.2,22650,April
12-04-2024,11:45:00,22684.35,22700,April
12-04-2024,12:00:00,22684.85,22700,April
12-04-2024,12:15:00,22683.65,22700,April
12-04-2024,12:30:00,22622.3,22600,April
12-04-2024,12:45:00,22571.55,22550,April
12-04-2024,13:00:00,22591.55,22600,April
12-04-2024,13:15:00,22569.6,22550,April
12-04-2024,13:30:00,22585.75,22600,April
12-04-2024,13:45:00,22562.05,22550,April
12-04-2024,14:00:00,22579.5,22600,April
12-04-2024,14:15:00,22561.0,22550,April
12-04-2024,14:30:00,22547.05,22550,April
12-04-2024,14:45:00,22530.6,22550,April
15-04-2024,09:45:00,22284.35,22300,April
15-04-2024,10:00:00,22337.9,22350,April
15-04-2024,10:15:00,22353.8,22350,April
15-04-2024,10:30:00,22373.2,22350,April
15-04-2024,10:45:00,22376.9,22400,April
15-04-2024,11:00:00,22415.1,22400,April
15-04-2024,11:15:00,22368.95,22350,April
15-04-2024,11:30:00,22381.9,22400,April
15-04-2024,11:45:00,22369.55,22350,April
15-04-2024,12:00:00,22385.65,22400,April
15-04-2024,12:15:00,22396.95,22400,April
15-04-2024,12:30:00,22387.25,22400,April
15-04-2024,12:45:00,22375.25,22400,April
15-04-2024,13:00:00,22353.25,22350,April
15-04-2024,13:15:00,22337.95,22350,April
15-04-2024,13:30:00,22349.35,22350,April
15-04-2024,13:45:00,22342.1,22350,April
15-04-2024,14:00:00,22344.45,22350,April
15-04-2024,14:15:00,22329.7,22350,April
15-04-2024,14:30:00,22308.6,22300,April
15-04-2024,14:45:00,22311.8,22300,April
16-04-2024,09:45:00,22178.8,22200,April
16-04-2024,10:00:00,22201.55,22200,April
16-04-2024,10:15:00,22176.25,22200,April
16-04-2024,10:30:00,22195.4,22200,April
16-04-2024,10:45:00,22189.85,22200,April
16-04-2024,11:00:00,22199.4,22200,April
16-04-2024,11:15:00,22200.05,22200,April
16-04-2024,11:30:00,22186.8,22200,April
16-04-2024,11:45:00,22187.2,22200,April
16-04-2024,12:00:00,22164.45,22150,April
16-04-2024,12:15:00,22169.9,22150,April
16-04-2024,12:30:00,22144.85,22150,April
16-04-2024,12:45:00,22128.2,22150,April
16-04-2024,13:00:00,22123.3,22100,April
16-04-2024,13:15:00,22093.95,22100,April
16-04-2024,13:30:00,22095.9,22100,April
16-04-2024,13:45:00,22117.05,22100,April
16-04-2024,14:00:00,22128.95,22150,April
16-04-2024,14:15:00,22147.15,22150,April
16-04-2024,14:30:00,22138.25,22150,April
16-04-2024,14:45:00,22136.05,22150,April
18-04-2024,09:45:00,22204.45,22200,April
18-04-2024,10:00:00,22210.5,22200,April
18-04-2024,10:15:00,22172.85,22150,April
18-04-2024,10:30:00,22170.8,22150,April
18-04-2024,10:45:00,22188.4,22200,April
18-04-2024,11:00:00,22197.95,22200,April
18-04-2024,11:15:00,22287.75,22300,April
18-04-2024,11:30:00,22278.55,22300,April
18-04-2024,11:45:00,22278.4,22300,April
18-04-2024,12:00:00,22301.0,22300,April
18-04-2024,12:15:00,22300.35,22300,April
18-04-2024,12:30:00,22313.7,22300,April
18-04-2024,12:45:00,22310.45,22300,April
18-04-2024,13:00:00,22300.65,22300,April
18-04-2024,13:15:00,22293.05,22300,April
18-04-2024,13:30:00,22119.7,22100,April
18-04-2024,13:45:00,22115.35,22100,April
18-04-2024,14:00:00,22137.35,22150,April
18-04-2024,14:15:00,22147.1,22150,April
18-04-2024,14:30:00,22144.4,22150,April
18-04-2024,14:45:00,22069.45,22050,April
19-04-2024,09:45:00,21842.6,21850,April
19-04-2024,10:00:00,21877.75,21900,April
19-04-2024,10:15:00,21884.95,21900,April
19-04-2024,10:30:00,21862.8,21850,April
19-04-2024,10:45:00,21859.8,21850,April
19-04-2024,11:00:00,21861.9,21850,April
19-04-2024,11:15:00,21874.45,21850,April
19-04-2024,11:30:00,21909.35,21900,April
19-04-2024,11:45:00,21927.25,21950,April
19-04-2024,12:00:00,21923.0,21900,April
19-04-2024,12:15:00,21933.3,21950,April
19-04-2024,12:30:00,21975.65,22000,April
19-04-2024,12:45:00,22019.7,22000,April
19-04-2024,13:00:00,22043.2,22050,April
19-04-2024,13:15:00,22035.4,22050,April
19-04-2024,13:30:00,22030.35,22050,April
19-04-2024,13:45:00,22029.2,22050,April
19-04-2024,14:00:00,22148.5,22150,April
19-04-2024,14:15:00,22135.3,22150,April
19-04-2024,14:30:00,22138.55,22150,April
19-04-2024,14:45:00,22134.65,22150,April
22-04-2024,09:45:00,22218.9,22200,April
22-04-2024,10:00:00,22231.2,22250,April
22-04-2024,10:15:00,22246.75,22250,April
22-04-2024,10:30:00,22245.05,22250,April
22-04-2024,10:45:00,22247.05,22250,April
22-04-2024,11:00:00,22274.35,22250,April
22-04-2024,11:15:00,22286.45,22300,April
22-04-2024,11:30:00,22282.85,22300,April
22-04-2024,11:45:00,22288.1,22300,April
22-04-2024,12:00:00,22303.7,22300,April
22-04-2024,12:15:00,22294.4,22300,April
22-04-2024,12:30:00,22287.1,22300,April
22-04-2024,12:45:00,22295.65,22300,April
22-04-2024,13:00:00,22269.3,22250,April
22-04-2024,13:15:00,22277.45,22300,April
22-04-2024,13:30:00,22274.15,22250,April
22-04-2024,13:45:00,22284.35,22300,April
22-04-2024,14:00:00,22289.75,22300,April
22-04-2024,14:15:00,22292.5,22300,April
22-04-2024,14:30:00,22277.6,22300,April
22-04-2024,14:45:00,22311.6,22300,April
23-04-2024,09:45:00,22394.25,22400,April
23-04-2024,10:00:00,22394.95,22400,April
23-04-2024,10:15:00,22410.5,22400,April
23-04-2024,10:30:00,22402.0,22400,April
23-04-2024,10:45:00,22377.95,22400,April
23-04-2024,11:00:00,22376.9,22400,April
23-04-2024,11:15:00,22387.15,22400,April
23-04-2024,11:30:00,22402.55,22400,April
23-04-2024,11:45:00,22388.35,22400,April
23-04-2024,12:00:00,22414.2,22400,April
23-04-2024,12:15:00,22421.55,22400,April
23-04-2024,12:30:00,22408.6,22400,April
23-04-2024,12:45:00,22396.3,22400,April
23-04-2024,13:00:00,22404.85,22400,April
23-04-2024,13:15:00,22379.15,22400,April
23-04-2024,13:30:00,22386.4,22400,April
23-04-2024,13:45:00,22385.3,22400,April
23-04-2024,14:00:00,22392.85,22400,April
23-04-2024,14:15:00,22402.8,22400,April
23-04-2024,14:30:00,22399.4,22400,April
23-04-2024,14:45:00,22398.35,22400,April
24-04-2024,09:45:00,22414.0,22400,April
24-04-2024,10:00:00,22438.85,22450,April
24-04-2024,10:15:00,22438.45,22450,April
24-04-2024,10:30:00,22458.3,22450,April
24-04-2024,10:45:00,22470.15,22450,April
24-04-2024,11:00:00,22463.0,22450,April
24-04-2024,11:15:00,22459.0,22450,April
24-04-2024,11:30:00,22459.35,22450,April
24-04-2024,11:45:00,22449.75,22450,April
24-04-2024,12:00:00,22457.75,22450,April
24-04-2024,12:15:00,22459.5,22450,April
24-04-2024,12:30:00,22453.15,22450,April
24-04-2024,12:45:00,22453.9,22450,April
24-04-2024,13:00:00,22449.0,22450,April
24-04-2024,13:15:00,22447.95,22450,April
24-04-2024,13:30:00,22446.5,22450,April
24-04-2024,13:45:00,22448.0,22450,April
24-04-2024,14:00:00,22447.3,22450,April
24-04-2024,14:15:00,22453.0,22450,April
24-04-2024,14:30:00,22434.35,22450,April
24-04-2024,14:45:00,22405.9,22400,April
25-04-2024,09:45:00,22393.45,22400,April
25-04-2024,10:00:00,22402.35,22400,April
25-04-2024,10:15:00,22443.9,22450,April
25-04-2024,10:30:00,22453.5,22450,April
25-04-2024,10:45:00,22423.6,22400,April
25-04-2024,11:00:00,22366.85,22350,April
25-04-2024,11:15:00,22433.25,22450,April
25-04-2024,11:30:00,22405.75,22400,April
25-04-2024,11:45:00,22409.45,22400,April
25-04-2024,12:00:00,22402.35,22400,April
25-04-2024,12:15:00,22396.75,22400,April
25-04-2024,12:30:00,22404.3,22400,April
25-04-2024,12:45:00,22396.65,22400,April
25-04-2024,13:00:00,22435.0,22450,April
25-04-2024,13:15:00,22459.85,22450,April
25-04-2024,13:30:00,22456.9,22450,April
25-04-2024,13:45:00,22497.1,22500,April
25-04-2024,14:00:00,22494.55,22500,April
25-04-2024,14:15:00,22572.85,22550,April
25-04-2024,14:30:00,22583.9,22600,April
25-04-2024,14:45:00,22592.4,22600,April
26-04-2024,09:45:00,22589.95,22600,April
26-04-2024,10:00:00,22583.7,22600,April
26-04-2024,10:15:00,22542.0,22550,April
26-04-2024,10:30:00,22525.3,22550,April
26-04-2024,10:45:00,22540.9,22550,April
26-04-2024,11:00:00,22551.5,22550,April
26-04-2024,11:15:00,22524.8,22500,April
26-04-2024,11:30:00,22534.85,22550,April
26-04-2024,11:45:00,22547.1,22550,April
26-04-2024,12:00:00,22512.15,22500,April
26-04-2024,12:15:00,22517.45,22500,April
26-04-2024,12:30:00,22516.55,22500,April
26-04-2024,12:45:00,22503.45,22500,April
26-04-2024,13:00:00,22500.0,22500,April
26-04-2024,13:15:00,22508.7,22500,April
26-04-2024,13:30:00,22449.35,22450,April
26-04-2024,13:45:00,22438.35,22450,April
26-04-2024,14:00:00,22430.75,22450,April
26-04-2024,14:15:00,22449.45,22450,April
26-04-2024,14:30:00,22429.75,22450,April
26-04-2024,14:45:00,22449.55,22450,April
29-04-2024,09:45:00,22480.35,22500,April
29-04-2024,10:00:00,22458.05,22450,April
29-04-2024,10:15:00,22481.45,22500,April
29-04-2024,10:30:00,22545.5,22550,April
29-04-2024,10:45:00,22529.8,22550,April
29-04-2024,11:00:00,22528.0,22550,April
29-04-2024,11:15:00,22535.15,22550,April
29-04-2024,11:30:00,22532.85,22550,April
29-04-2024,11:45:00,22541.65,22550,April
29-04-2024,12:00:00,22553.5,22550,April
29-04-2024,12:15:00,22552.9,22550,April
29-04-2024,12:30:00,22567.05,22550,April
29-04-2024,12:45:00,22569.2,22550,April
29-04-2024,13:00:00,22575.85,22600,April
29-04-2024,13:15:00,22570.0,22550,April
29-04-2024,13:30:00,22591.55,22600,April
29-04-2024,13:45:00,22612.8,22600,April
29-04-2024,14:00:00,22611.75,22600,April
29-04-2024,14:15:00,22606.9,22600,April
29-04-2024,14:30:00,22610.1,22600,April
29-04-2024,14:45:00,22610.55,22600,April
30-04-2024,09:45:00,22703.95,22700,April
30-04-2024,10:00:00,22740.95,22750,April
30-04-2024,10:15:00,22727.95,22750,April
30-04-2024,10:30:00,22732.45,22750,April
30-04-2024,10:45:00,22747.85,22750,April
30-04-2024,11:00:00,22742.4,22750,April
30-04-2024,11:15:00,22736.1,22750,April
30-04-2024,11:30:00,22732.1,22750,April
30-04-2024,11:45:00,22738.45,22750,April
30-04-2024,12:00:00,22748.35,22750,April
30-04-2024,12:15:00,22746.7,22750,April
30-04-2024,12:30:00,22746.75,22750,April
30-04-2024,12:45:00,22744.2,22750,April
30-04-2024,13:00:00,22740.0,22750,April
30-04-2024,13:15:00,22713.6,22700,April
30-04-2024,13:30:00,22739.35,22750,April
30-04-2024,13:45:00,22740.8,22750,April
30-04-2024,14:00:00,22751.55,22750,April
30-04-2024,14:15:00,22765.8,22750,April
30-04-2024,14:30:00,22770.65,22750,April
30-04-2024,14:45:00,22736.0,22750,April
02-05-2024,09:45:00,22664.7,22650,May
02-05-2024,10:00:00,22642.1,22650,May
02-05-2024,10:15:00,22659.9,22650,May
02-05-2024,10:30:00,22678.9,22700,May
02-05-2024,10:45:00,22681.15,22700,May
02-05-2024,11:00:00,22678.2,22700,May
02-05-2024,11:15:00,22663.95,22650,May
02-05-2024,11:30:00,22674.7,22650,May
02-05-2024,11:45:00,22669.45,22650,May
02-05-2024,12:00:00,22685.55,22700,May
02-05-2024,12:15:00,22689.3,22700,May
02-05-2024,12:30:00,22694.7,22700,May
02-05-2024,12:45:00,22687.0,22700,May
02-05-2024,13:00:00,22682.95,22700,May
02-05-2024,13:15:00,22681.5,22700,May
02-05-2024,13:30:00,22696.45,22700,May
02-05-2024,13:45:00,22682.95,22700,May
02-05-2024,14:00:00,22685.95,22700,May
02-05-2024,14:15:00,22676.4,22700,May
02-05-2024,14:30:00,22649.05,22650,May
02-05-2024,14:45:00,22662.2,22650,May
03-05-2024,09:45:00,22766.4,22750,May
03-05-2024,10:00:00,22767.45,22750,May
03-05-2024,10:15:00,22687.8,22700,May
03-05-2024,10:30:00,22645.35,22650,May
03-05-2024,10:45:00,22623.35,22600,May
03-05-2024,11:00:00,22592.85,22600,May
03-05-2024,11:15:00,22601.45,22600,May
03-05-2024,11:30:00,22524.65,22500,May
03-05-2024,11:45:00,22503.65,22500,May
03-05-2024,12:00:00,22488.85,22500,May
03-05-2024,12:15:00,22482.25,22500,May
03-05-2024,12:30:00,22490.6,22500,May
