month,date,entry_time,exit_time,qty_per_leg,ce_strike,pe_strike,ce_entry_price,pe_entry_price,ce_exit_price,pe_exit_price,entry_combined_premium,exit_combined_premium,pair_stoploss_level,pair_pnl,exit_reason,ce_file,pe_file,event_dt,market_pair_pnl,kill_switch_adjustment,cum_realized_pnl
January,01-01-2024,12:30:00,14:42:00,150,21950,21450,36.45,22.4,77.3,11.4,58.85,88.7,88.275,-4477.5,PAIR_STOPLOSS_HIT,NIFTY24010421950CE.csv,NIFTY24010421450PE.csv,2024-01-01 14:42:00,,0.0,-4477.5
January,01-01-2024,09:45:00,14:43:00,150,21950,21450,38.1,30.3,81.75,11.45,68.4,93.2,102.6,-2969.38,MAX_LOSS_EXIT_STRICT,NIFTY24010421950CE.csv,NIFTY24010421450PE.csv,2024-01-01 14:43:00,-3720.0,0.0,-7446.88
January,01-01-2024,10:00:00,14:43:00,150,21950,21450,44.95,25.65,81.75,11.45,70.6,93.2,105.9,-2705.97,MAX_LOSS_EXIT_STRICT,NIFTY24010421950CE.csv,NIFTY24010421450PE.csv,2024-01-01 14:43:00,-3390.0,0.0,-10152.85
January,01-01-2024,10:15:00,14:43:00,150,21950,21450,41.1,25.7,81.75,11.45,66.8,93.2,100.2,-3160.95,MAX_LOSS_EXIT_STRICT,NIFTY24010421950CE.csv,NIFTY24010421450PE.csv,2024-01-01 14:43:00,-3960.0,0.0,-13313.8
January,01-01-2024,10:30:00,14:43:00,150,21950,21450,37.7,26.05,81.75,11.45,63.75,93.2,95.625,-3526.14,MAX_LOSS_EXIT_STRICT,NIFTY24010421950CE.csv,NIFTY24010421450PE.csv,2024-01-01 14:43:00,-4417.5,0.0,-16839.94
January,01-01-2024,10:45:00,14:43:00,150,21950,21450,39.65,23.8,81.75,11.45,63.45,93.2,95.175,-3562.06,MAX_LOSS_EXIT_STRICT,NIFTY24010421950CE.csv,NIFTY24010421450PE.csv,2024-01-01 14:43:00,-4462.5,0.0,-20402.0
January,01-01-2024,11:00:00,14:43:00,150,22000,21500,33.35,27.45,61.7,14.45,60.8,76.15,91.2,-1837.9,MAX_LOSS_EXIT_STRICT,NIFTY24010422000CE.csv,NIFTY24010421500PE.csv,2024-01-01 14:43:00,-2302.5,0.0,-22239.9
January,01-01-2024,11:15:00,14:43:00,150,22000,21500,32.45,28.1,61.7,14.45,60.55,76.15,90.825,-1867.84,MAX_LOSS_EXIT_STRICT,NIFTY24010422000CE.csv,NIFTY24010421500PE.csv,2024-01-01 14:43:00,-2340.0,0.0,-24107.74
January,01-01-2024,11:30:00,14:43:00,150,22000,21500,33.8,26.8,61.7,14.45,60.6,76.15,90.9,-1861.85,MAX_LOSS_EXIT_STRICT,NIFTY24010422000CE.csv,NIFTY24010421500PE.csv,2024-01-01 14:43:00,-2332.5,0.0,-25969.59
January,01-01-2024,11:45:00,14:43:00,150,22000,21500,30.05,29.35,61.7,14.45,59.4,76.15,89.1,-2005.53,MAX_LOSS_EXIT_STRICT,NIFTY24010422000CE.csv,NIFTY24010421500PE.csv,2024-01-01 14:43:00,-2512.5,0.0,-27975.12
January,01-01-2024,12:00:00,14:43:00,150,22000,21500,29.15,29.3,61.7,14.45,58.45,76.15,87.675,-2119.27,MAX_LOSS_EXIT_STRICT,NIFTY24010422000CE.csv,NIFTY24010421500PE.csv,2024-01-01 14:43:00,-2655.0,0.0,-30094.39
January,01-01-2024,12:15:00,14:43:00,150,22000,21500,31.9,24.6,61.7,14.45,56.5,76.15,84.75,-2352.75,MAX_LOSS_EXIT_STRICT,NIFTY24010422000CE.csv,NIFTY24010421500PE.csv,2024-01-01 14:43:00,-2947.5,0.0,-32447.14
January,01-01-2024,12:45:00,14:43:00,150,22000,21500,29.0,25.2,61.7,14.45,54.2,76.15,81.3,-2628.14,MAX_LOSS_EXIT_STRICT,NIFTY24010422000CE.csv,NIFTY24010421500PE.csv,2024-01-01 14:43:00,-3292.5,0.0,-35075.28
January,01-01-2024,13:00:00,14:43:00,150,22000,21500,29.05,24.65,61.7,14.45,53.7,76.15,80.55,-2688.01,MAX_LOSS_EXIT_STRICT,NIFTY24010422000CE.csv,NIFTY24010421500PE.csv,2024-01-01 14:43:00,-3367.5,0.0,-37763.29
January,01-01-2024,13:15:00,14:43:00,150,22000,21500,30.25,24.0,61.7,14.45,54.25,76.15,81.375,-2622.15,MAX_LOSS_EXIT_STRICT,NIFTY24010422000CE.csv,NIFTY24010421500PE.csv,2024-01-01 14:43:00,-3285.0,0.0,-40385.44
January,01-01-2024,13:30:00,14:43:00,150,22000,21500,30.1,23.15,61.7,14.45,53.25,76.15,79.875,-2741.89,MAX_LOSS_EXIT_STRICT,NIFTY24010422000CE.csv,NIFTY24010421500PE.csv,2024-01-01 14:43:00,-3435.0,0.0,-43127.33
January,01-01-2024,13:45:00,14:43:00,150,22000,21500,28.7,22.8,61.7,14.45,51.5,76.15,77.25,-2951.42,MAX_LOSS_EXIT_STRICT,NIFTY24010422000CE.csv,NIFTY24010421500PE.csv,2024-01-01 14:43:00,-3697.5,0.0,-46078.75
January,01-01-2024,14:00:00,14:43:00,150,22000,21500,37.05,19.5,61.7,14.45,56.55,76.15,84.825,-2346.77,MAX_LOSS_EXIT_STRICT,NIFTY24010422000CE.csv,NIFTY24010421500PE.csv,2024-01-01 14:43:00,-2940.0,0.0,-48425.52
January,01-01-2024,14:15:00,14:43:00,150,22050,21550,35.2,22.3,45.85,18.2,57.5,64.05,86.25,-784.25,MAX_LOSS_EXIT_STRICT,NIFTY24010422050CE.csv,NIFTY24010421550PE.csv,2024-01-01 14:43:00,-982.5,0.0,-49209.77
January,01-01-2024,14:30:00,14:43:00,150,22050,21550,35.45,22.0,45.85,18.2,57.45,64.05,86.175,-790.23,MAX_LOSS_EXIT_STRICT_ADJ,NIFTY24010422050CE.csv,NIFTY24010421550PE.csv,2024-01-01 14:43:00,-990.0,0.01,-50000.0
January,02-01-2024,09:45:00,10:36:00,150,22000,21500,20.85,21.8,12.05,60.75,42.65,72.8,63.975,-4522.5,PAIR_STOPLOSS_HIT,NIFTY24010422000CE.csv,NIFTY24010421500PE.csv,2024-01-02 10:36:00,,,-4522.5
January,02-01-2024,10:00:00,14:59:00,150,21900,21400,24.8,22.25,17.35,18.5,47.05,35.85,70.575,1680.0,FORCE_EXIT_1459,NIFTY24010421900CE.csv,NIFTY24010421400PE.csv,2024-01-02 14:59:00,,,-2842.5
January,02-01-2024,10:15:00,14:59:00,150,21900,21400,27.0,18.6,17.35,18.5,45.6,35.85,68.4,1462.5,FORCE_EXIT_1459,NIFTY24010421900CE.csv,NIFTY24010421400PE.csv,2024-01-02 14:59:00,,,-1380.0
January,02-01-2024,10:30:00,14:59:00,150,21850,21350,29.2,18.35,25.3,13.95,47.55,39.25,71.325,1245.0,FORCE_EXIT_1459,NIFTY24010421850CE.csv,NIFTY24010421350PE.csv,2024-01-02 14:59:00,,,-135.0
January,02-01-2024,10:45:00,14:59:00,150,21850,21350,27.0,25.7,25.3,13.95,52.7,39.25,79.05,2017.5,FORCE_EXIT_1459,NIFTY24010421850CE.csv,NIFTY24010421350PE.csv,2024-01-02 14:59:00,,,1882.5
January,02-01-2024,11:00:00,14:59:00,150,21850,21350,28.15,19.95,25.3,13.95,48.1,39.25,72.15,1327.5,FORCE_EXIT_1459,NIFTY24010421850CE.csv,NIFTY24010421350PE.csv,2024-01-02 14:59:00,,,3210.0
January,02-01-2024,11:15:00,14:59:00,150,21850,21350,24.3,25.0,25.3,13.95,49.3,39.25,73.95,1507.5,FORCE_EXIT_1459,NIFTY24010421850CE.csv,NIFTY24010421350PE.csv,2024-01-02 14:59:00,,,4717.5
January,02-01-2024,11:30:00,14:59:00,150,21850,21350,25.9,21.75,25.3,13.95,47.65,39.25,71.475,1260.0,FORCE_EXIT_1459,NIFTY24010421850CE.csv,NIFTY24010421350PE.csv,2024-01-02 14:59:00,,,5977.5
January,02-01-2024,11:45:00,14:59:00,150,21850,21350,24.15,23.05,25.3,13.95,47.2,39.25,70.8,1192.5,FORCE_EXIT_1459,NIFTY24010421850CE.csv,NIFTY24010421350PE.csv,2024-01-02 14:59:00,,,7170.0
January,02-01-2024,12:00:00,14:59:00,150,21850,21350,24.65,21.05,25.3,13.95,45.7,39.25,68.55,967.5,FORCE_EXIT_1459,NIFTY24010421850CE.csv,NIFTY24010421350PE.csv,2024-01-02 14:59:00,,,8137.5
January,02-01-2024,12:15:00,14:59:00,150,21850,21350,27.8,18.3,25.3,13.95,46.1,39.25,69.15,1027.5,FORCE_EXIT_1459,NIFTY24010421850CE.csv,NIFTY24010421350PE.csv,2024-01-02 14:59:00,,,9165.0
January,02-01-2024,12:30:00,14:59:00,150,21900,21400,19.3,22.25,17.35,18.5,41.55,35.85,62.325,855.0,FORCE_EXIT_1459,NIFTY24010421900CE.csv,NIFTY24010421400PE.csv,2024-01-02 14:59:00,,,10020.0
January,02-01-2024,12:45:00,14:59:00,150,21900,21400,19.75,20.75,17.35,18.5,40.5,35.85,60.75,697.5,FORCE_EXIT_1459,NIFTY24010421900CE.csv,NIFTY24010421400PE.csv,2024-01-02 14:59:00,,,10717.5
January,02-01-2024,13:00:00,14:59:00,150,21900,21400,17.85,23.9,17.35,18.5,41.75,35.85,62.625,885.0,FORCE_EXIT_1459,NIFTY24010421900CE.csv,NIFTY24010421400PE.csv,2024-01-02 14:59:00,,,11602.5
January,02-01-2024,13:15:00,14:59:00,150,21850,21350,23.85,17.85,25.3,13.95,41.7,39.25,62.55,367.5,FORCE_EXIT_1459,NIFTY24010421850CE.csv,NIFTY24010421350PE.csv,2024-01-02 14:59:00,,,11970.0
January,02-01-2024,13:30:00,14:59:00,150,21900,21400,16.65,23.85,17.35,18.5,40.5,35.85,60.75,697.5,FORCE_EXIT_1459,NIFTY24010421900CE.csv,NIFTY24010421400PE.csv,2024-01-02 14:59:00,,,12667.5
January,02-01-2024,13:45:00,14:59:00,150,21900,21400,17.8,21.05,17.35,18.5,38.85,35.85,58.275,450.0,FORCE_EXIT_1459,NIFTY24010421900CE.csv,NIFTY24010421400PE.csv,2024-01-02 14:59:00,,,13117.5
January,02-01-2024,14:00:00,14:59:00,150,21900,21400,17.6,20.95,17.35,18.5,38.55,35.85,57.825,405.0,FORCE_EXIT_1459,NIFTY24010421900CE.csv,NIFTY24010421400PE.csv,2024-01-02 14:59:00,,,13522.5
January,02-01-2024,14:15:00,14:59:00,150,21900,21400,21.95,16.0,17.35,18.5,37.95,35.85,56.925,315.0,FORCE_EXIT_1459,NIFTY24010421900CE.csv,NIFTY24010421400PE.csv,2024-01-02 14:59:00,,,13837.5
January,02-01-2024,14:30:00,14:59:00,150,21900,21400,22.0,16.3,17.35,18.5,38.3,35.85,57.45,367.5,FORCE_EXIT_1459,NIFTY24010421900CE.csv,NIFTY24010421400PE.csv,2024-01-02 14:59:00,,,14205.0
January,02-01-2024,14:45:00,14:59:00,150,21950,21450,16.2,19.65,12.1,24.65,35.85,36.75,53.775,-135.0,FORCE_EXIT_1459,NIFTY24010421950CE.csv,NIFTY24010421450PE.csv,2024-01-02 14:59:00,,,14070.0
January,03-01-2024,09:45:00,14:59:00,150,21750,21350,20.8,18.95,7.75,8.95,39.75,16.7,59.625,3457.5,FORCE_EXIT_1459,NIFTY24010421750CE.csv,NIFTY24010421350PE.csv,2024-01-03 14:59:00,,,3457.5
January,03-01-2024,10:00:00,14:59:00,150,21800,21400,13.15,23.35,4.8,14.55,36.5,19.35,54.75,2572.5,FORCE_EXIT_1459,NIFTY24010421800CE.csv,NIFTY24010421400PE.csv,2024-01-03 14:59:00,,,6030.0
January,03-01-2024,10:15:00,14:59:00,150,21800,21400,13.55,20.95,4.8,14.55,34.5,19.35,51.75,2272.5,FORCE_EXIT_1459,NIFTY24010421800CE.csv,NIFTY24010421400PE.csv,2024-01-03 14:59:00,,,8302.5
January,03-01-2024,10:30:00,14:59:00,150,21750,21350,18.45,14.8,7.75,8.95,33.25,16.7,49.875,2482.5,FORCE_EXIT_1459,NIFTY24010421750CE.csv,NIFTY24010421350PE.csv,2024-01-03 14:59:00,,,10785.0
January,03-01-2024,10:45:00,14:59:00,150,21750,21350,16.4,16.25,7.75,8.95,32.65,16.7,48.975,2392.5,FORCE_EXIT_1459,NIFTY24010421750CE.csv,NIFTY24010421350PE.csv,2024-01-03 14:59:00,,,13177.5
January,03-01-2024,11:00:00,14:59:00,150,21750,21350,16.2,13.35,7.75,8.95,29.55,16.7,44.325,1927.5,FORCE_EXIT_1459,NIFTY24010421750CE.csv,NIFTY24010421350PE.csv,2024-01-03 14:59:00,,,15105.0
January,03-01-2024,11:15:00,14:59:00,150,21750,21350,15.5,12.3,7.75,8.95,27.8,16.7,41.7,1665.0,FORCE_EXIT_1459,NIFTY24010421750CE.csv,NIFTY24010421350PE.csv,2024-01-03 14:59:00,,,16770.0
January,03-01-2024,11:30:00,14:59:00,150,21750,21350,15.4,12.55,7.75,8.95,27.95,16.7,41.925,1687.5,FORCE_EXIT_1459,NIFTY24010421750CE.csv,NIFTY24010421350PE.csv,2024-01-03 14:59:00,,,18457.5
January,03-01-2024,11:45:00,14:59:00,150,21800,21400,10.75,16.6,4.8,14.55,27.35,19.35,41.025,1200.0,FORCE_EXIT_1459,NIFTY24010421800CE.csv,NIFTY24010421400PE.csv,2024-01-03 14:59:00,,,19657.5
January,03-01-2024,12:00:00,14:59:00,150,21750,21350,15.9,10.65,7.75,8.95,26.55,16.7,39.825,1477.5,FORCE_EXIT_1459,NIFTY24010421750CE.csv,NIFTY24010421350PE.csv,2024-01-03 14:59:00,,,21135.0
January,03-01-2024,12:15:00,14:59:00,150,21750,21350,14.65,12.2,7.75,8.95,26.85,16.7,40.275,1522.5,FORCE_EXIT_1459,NIFTY24010421750CE.csv,NIFTY24010421350PE.csv,2024-01-03 14:59:00,,,22657.5
January,03-01-2024,12:30:00,14:59:00,150,21750,21350,11.1,15.4,7.75,8.95,26.5,16.7,39.75,1470.0,FORCE_EXIT_1459,NIFTY24010421750CE.csv,NIFTY24010421350PE.csv,2024-01-03 14:59:00,,,24127.5
January,03-01-2024,12:45:00,14:59:00,150,21750,21350,11.2,14.65,7.75,8.95,25.85,16.7,38.775,1372.5,FORCE_EXIT_1459,NIFTY24010421750CE.csv,NIFTY24010421350PE.csv,2024-01-03 14:59:00,,,25500.0
January,03-01-2024,13:00:00,14:59:00,150,21750,21350,12.6,10.65,7.75,8.95,23.25,16.7,34.875,982.5,FORCE_EXIT_1459,NIFTY24010421750CE.csv,NIFTY24010421350PE.csv,2024-01-03 14:59:00,,,26482.5
January,03-01-2024,13:15:00,14:59:00,150,21750,21350,12.75,11.7,7.75,8.95,24.45,16.7,36.675,1162.5,FORCE_EXIT_1459,NIFTY24010421750CE.csv,NIFTY24010421350PE.csv,2024-01-03 14:59:00,,,27645.0
January,03-01-2024,13:30:00,14:59:00,150,21750,21350,12.6,11.35,7.75,8.95,23.95,16.7,35.925,1087.5,FORCE_EXIT_1459,NIFTY24010421750CE.csv,NIFTY24010421350PE.csv,2024-01-03 14:59:00,,,28732.5
January,03-01-2024,13:45:00,14:59:00,150,21750,21350,10.9,11.45,7.75,8.95,22.35,16.7,33.525,847.5,FORCE_EXIT_1459,NIFTY24010421750CE.csv,NIFTY24010421350PE.csv,2024-01-03 14:59:00,,,29580.0
January,03-01-2024,14:00:00,14:59:00,150,21750,21350,10.5,10.4,7.75,8.95,20.9,16.7,31.35,630.0,FORCE_EXIT_1459,NIFTY24010421750CE.csv,NIFTY24010421350PE.csv,2024-01-03 14:59:00,,,30210.0
January,03-01-2024,14:15:00,14:59:00,150,21750,21350,10.1,10.45,7.75,8.95,20.55,16.7,30.825,577.5,FORCE_EXIT_1459,NIFTY24010421750CE.csv,NIFTY24010421350PE.csv,2024-01-03 14:59:00,,,30787.5
January,03-01-2024,14:30:00,14:59:00,150,21750,21350,8.45,9.55,7.75,8.95,18.0,16.7,27.0,195.0,FORCE_EXIT_1459,NIFTY24010421750CE.csv,NIFTY24010421350PE.csv,2024-01-03 14:59:00,,,30982.5
January,03-01-2024,14:45:00,14:59:00,150,21750,21350,7.45,10.55,7.75,8.95,18.0,16.7,27.0,195.0,FORCE_EXIT_1459,NIFTY24010421750CE.csv,NIFTY24010421350PE.csv,2024-01-03 14:59:00,,,31177.5
January,04-01-2024,09:45:00,14:59:00,150,21750,21450,2.6,2.8,0.2,0.1,5.4,0.3,8.1,765.0,FORCE_EXIT_1459,NIFTY24010421750CE.csv,NIFTY24010421450PE.csv,2024-01-04 14:59:00,,,765.0
January,04-01-2024,10:00:00,14:59:00,150,21750,21450,2.15,2.95,0.2,0.1,5.1,0.3,7.65,720.0,FORCE_EXIT_1459,NIFTY24010421750CE.csv,NIFTY24010421450PE.csv,2024-01-04 14:59:00,,,1485.0
January,04-01-2024,10:15:00,14:59:00,150,21800,21500,1.15,3.5,0.15,0.25,4.65,0.4,6.975,637.5,FORCE_EXIT_1459,NIFTY24010421800CE.csv,NIFTY24010421500PE.csv,2024-01-04 14:59:00,,,2122.5
January,04-01-2024,10:30:00,14:59:00,150,21800,21500,1.1,2.75,0.15,0.25,3.85,0.4,5.775,517.5,FORCE_EXIT_1459,NIFTY24010421800CE.csv,NIFTY24010421500PE.csv,2024-01-04 14:59:00,,,2640.0
January,04-01-2024,10:45:00,14:59:00,150,21800,21500,1.1,2.6,0.15,0.25,3.7,0.4,5.55,495.0,FORCE_EXIT_1459,NIFTY24010421800CE.csv,NIFTY24010421500PE.csv,2024-01-04 14:59:00,,,3135.0
January,04-01-2024,11:00:00,14:59:00,150,21800,21500,0.95,2.25,0.15,0.25,3.2,0.4,4.8,420.0,FORCE_EXIT_1459,NIFTY24010421800CE.csv,NIFTY24010421500PE.csv,2024-01-04 14:59:00,,,3555.0
January,04-01-2024,11:15:00,14:59:00,150,21800,21500,1.05,2.05,0.15,0.25,3.1,0.4,4.65,405.0,FORCE_EXIT_1459,NIFTY24010421800CE.csv,NIFTY24010421500PE.csv,2024-01-04 14:59:00,,,3960.0
January,04-01-2024,11:30:00,14:59:00,150,21800,21500,0.7,2.0,0.15,0.25,2.7,0.4,4.05,345.0,FORCE_EXIT_1459,NIFTY24010421800CE.csv,NIFTY24010421500PE.csv,2024-01-04 14:59:00,,,4305.0
January,04-01-2024,11:45:00,14:59:00,150,21800,21500,0.7,1.75,0.15,0.25,2.45,0.4,3.675,307.5,FORCE_EXIT_1459,NIFTY24010421800CE.csv,NIFTY24010421500PE.csv,2024-01-04 14:59:00,,,4612.5
January,04-01-2024,12:00:00,14:59:00,150,21800,21500,0.75,1.55,0.15,0.25,2.3,0.4,3.45,285.0,FORCE_EXIT_1459,NIFTY24010421800CE.csv,NIFTY24010421500PE.csv,2024-01-04 14:59:00,,,4897.5
January,04-01-2024,12:15:00,14:59:00,150,21800,21500,0.7,1.8,0.15,0.25,2.5,0.4,3.75,315.0,FORCE_EXIT_1459,NIFTY24010421800CE.csv,NIFTY24010421500PE.csv,2024-01-04 14:59:00,,,5212.5
January,04-01-2024,12:30:00,14:59:00,150,21800,21500,0.8,1.55,0.15,0.25,2.35,0.4,3.525,292.5,FORCE_EXIT_1459,NIFTY24010421800CE.csv,NIFTY24010421500PE.csv,2024-01-04 14:59:00,,,5505.0
January,04-01-2024,12:45:00,14:59:00,150,21800,21500,0.7,1.3,0.15,0.25,2.0,0.4,3.0,240.0,FORCE_EXIT_1459,NIFTY24010421800CE.csv,NIFTY24010421500PE.csv,2024-01-04 14:59:00,,,5745.0
January,04-01-2024,13:00:00,14:59:00,150,21800,21500,0.65,1.15,0.15,0.25,1.8,0.4,2.7,210.0,FORCE_EXIT_1459,NIFTY24010421800CE.csv,NIFTY24010421500PE.csv,2024-01-04 14:59:00,,,5955.0
January,04-01-2024,13:15:00,14:59:00,150,21800,21500,0.7,0.95,0.15,0.25,1.65,0.4,2.475,187.5,FORCE_EXIT_1459,NIFTY24010421800CE.csv,NIFTY24010421500PE.csv,2024-01-04 14:59:00,,,6142.5
January,04-01-2024,13:30:00,14:59:00,150,21800,21500,0.6,1.2,0.15,0.25,1.8,0.4,2.7,210.0,FORCE_EXIT_1459,NIFTY24010421800CE.csv,NIFTY24010421500PE.csv,2024-01-04 14:59:00,,,6352.5
January,04-01-2024,13:45:00,14:59:00,150,21800,21500,0.55,0.75,0.15,0.25,1.3,0.4,1.95,135.0,FORCE_EXIT_1459,NIFTY24010421800CE.csv,NIFTY24010421500PE.csv,2024-01-04 14:59:00,,,6487.5
January,04-01-2024,14:00:00,14:59:00,150,21800,21500,0.65,0.85,0.15,0.25,1.5,0.4,2.25,165.0,FORCE_EXIT_1459,NIFTY24010421800CE.csv,NIFTY24010421500PE.csv,2024-01-04 14:59:00,,,6652.5
January,04-01-2024,14:15:00,14:59:00,150,21800,21500,0.45,0.7,0.15,0.25,1.15,0.4,1.725,112.5,FORCE_EXIT_1459,NIFTY24010421800CE.csv,NIFTY24010421500PE.csv,2024-01-04 14:59:00,,,6765.0
January,04-01-2024,14:30:00,14:59:00,150,21800,21500,0.35,0.55,0.15,0.25,0.9,0.4,1.35,75.0,FORCE_EXIT_1459,NIFTY24010421800CE.csv,NIFTY24010421500PE.csv,2024-01-04 14:59:00,,,6840.0
January,04-01-2024,14:45:00,14:59:00,150,21800,21500,0.25,0.35,0.15,0.25,0.6,0.4,0.9,30.0,FORCE_EXIT_1459,NIFTY24010421800CE.csv,NIFTY24010421500PE.csv,2024-01-04 14:59:00,,,6870.0
January,05-01-2024,09:45:00,14:59:00,150,22000,21400,29.65,21.2,21.8,22.4,50.85,44.2,76.275,997.5,FORCE_EXIT_1459,NIFTY24011122000CE.csv,NIFTY24011121400PE.csv,2024-01-05 14:59:00,,,997.5
January,05-01-2024,10:00:00,14:59:00,150,22050,21450,22.65,26.95,15.35,29.0,49.6,44.35,74.4,787.5,FORCE_EXIT_1459,NIFTY24011122050CE.csv,NIFTY24011121450PE.csv,2024-01-05 14:59:00,,,1785.0
January,05-01-2024,10:15:00,14:59:00,150,22050,21450,22.3,27.5,15.35,29.0,49.8,44.35,74.7,817.5,FORCE_EXIT_1459,NIFTY24011122050CE.csv,NIFTY24011121450PE.csv,2024-01-05 14:59:00,,,2602.5
January,05-01-2024,10:30:00,14:59:00,150,22050,21450,21.35,27.05,15.35,29.0,48.4,44.35,72.6,607.5,FORCE_EXIT_1459,NIFTY24011122050CE.csv,NIFTY24011121450PE.csv,2024-01-05 14:59:00,,,3210.0
January,05-01-2024,10:45:00,14:59:00,150,22000,21400,24.4,26.05,21.8,22.4,50.45,44.2,75.675,937.5,FORCE_EXIT_1459,NIFTY24011122000CE.csv,NIFTY24011121400PE.csv,2024-01-05 14:59:00,,,4147.5
January,05-01-2024,11:00:00,14:59:00,150,22000,21400,22.0,31.75,21.8,22.4,53.75,44.2,80.625,1432.5,FORCE_EXIT_1459,NIFTY24011122000CE.csv,NIFTY24011121400PE.csv,2024-01-05 14:59:00,,,5580.0
January,05-01-2024,11:15:00,14:59:00,150,22000,21400,22.7,29.4,21.8,22.4,52.1,44.2,78.15,1185.0,FORCE_EXIT_1459,NIFTY24011122000CE.csv,NIFTY24011121400PE.csv,2024-01-05 14:59:00,,,6765.0
January,05-01-2024,11:30:00,14:59:00,150,22000,21400,22.65,30.35,21.8,22.4,53.0,44.2,79.5,1320.0,FORCE_EXIT_1459,NIFTY24011122000CE.csv,NIFTY24011121400PE.csv,2024-01-05 14:59:00,,,8085.0
January,05-01-2024,11:45:00,14:59:00,150,22000,21400,20.95,33.0,21.8,22.4,53.95,44.2,80.925,1462.5,FORCE_EXIT_1459,NIFTY24011122000CE.csv,NIFTY24011121400PE.csv,2024-01-05 14:59:00,,,9547.5
January,05-01-2024,12:00:00,14:59:00,150,22000,21400,20.7,31.35,21.8,22.4,52.05,44.2,78.075,1177.5,FORCE_EXIT_1459,NIFTY24011122000CE.csv,NIFTY24011121400PE.csv,2024-01-05 14:59:00,,,10725.0
January,05-01-2024,12:15:00,14:59:00,150,22000,21400,22.4,27.9,21.8,22.4,50.3,44.2,75.45,915.0,FORCE_EXIT_1459,NIFTY24011122000CE.csv,NIFTY24011121400PE.csv,2024-01-05 14:59:00,,,11640.0
January,05-01-2024,12:30:00,14:59:00,150,22000,21400,22.65,25.75,21.8,22.4,48.4,44.2,72.6,630.0,FORCE_EXIT_1459,NIFTY24011122000CE.csv,NIFTY24011121400PE.csv,2024-01-05 14:59:00,,,12270.0
January,05-01-2024,12:45:00,14:59:00,150,22000,21400,20.95,26.45,21.8,22.4,47.4,44.2,71.1,480.0,FORCE_EXIT_1459,NIFTY24011122000CE.csv,NIFTY24011121400PE.csv,2024-01-05 14:59:00,,,12750.0
January,05-01-2024,13:00:00,14:59:00,150,22000,21400,20.3,27.4,21.8,22.4,47.7,44.2,71.55,525.0,FORCE_EXIT_1459,NIFTY24011122000CE.csv,NIFTY24011121400PE.csv,2024-01-05 14:59:00,,,13275.0
January,05-01-2024,13:15:00,14:59:00,150,22000,21400,21.55,26.15,21.8,22.4,47.7,44.2,71.55,525.0,FORCE_EXIT_1459,NIFTY24011122000CE.csv,NIFTY24011121400PE.csv,2024-01-05 14:59:00,,,13800.0
January,05-01-2024,13:30:00,14:59:00,150,22000,21400,20.8,26.55,21.8,22.4,47.35,44.2,71.025,472.5,FORCE_EXIT_1459,NIFTY24011122000CE.csv,NIFTY24011121400PE.csv,2024-01-05 14:59:00,,,14272.5
January,05-01-2024,13:45:00,14:59:00,150,22000,21400,19.35,28.5,21.8,22.4,47.85,44.2,71.775,547.5,FORCE_EXIT_1459,NIFTY24011122000CE.csv,NIFTY24011121400PE.csv,2024-01-05 14:59:00,,,14820.0
January,05-01-2024,14:00:00,14:59:00,150,21950,21350,26.8,23.3,30.55,17.55,50.1,48.1,75.15,300.0,FORCE_EXIT_1459,NIFTY24011121950CE.csv,NIFTY24011121350PE.csv,2024-01-05 14:59:00,,,15120.0
January,05-01-2024,14:15:00,14:59:00,150,21950,21350,22.3,27.8,30.55,17.55,50.1,48.1,75.15,300.0,FORCE_EXIT_1459,NIFTY24011121950CE.csv,NIFTY24011121350PE.csv,2024-01-05 14:59:00,,,15420.0
January,05-01-2024,14:30:00,14:59:00,150,21950,21350,20.75,30.15,30.55,17.55,50.9,48.1,76.35,420.0,FORCE_EXIT_1459,NIFTY24011121950CE.csv,NIFTY24011121350PE.csv,2024-01-05 14:59:00,,,15840.0
January,05-01-2024,14:45:00,14:59:00,150,22000,21400,18.9,29.2,21.8,22.4,48.1,44.2,72.15,585.0,FORCE_EXIT_1459,NIFTY24011122000CE.csv,NIFTY24011121400PE.csv,2024-01-05 14:59:00,,,16425.0
January,08-01-2024,10:30:00,11:57:00,150,21950,21450,21.9,23.4,11.55,56.65,45.3,68.2,67.95,-3435.0,PAIR_STOPLOSS_HIT,NIFTY24011121950CE.csv,NIFTY24011121450PE.csv,2024-01-08 11:57:00,,,-3435.0
January,08-01-2024,10:45:00,11:57:00,150,21950,21450,17.55,27.25,11.55,56.65,44.8,68.2,67.2,-3510.0,PAIR_STOPLOSS_HIT,NIFTY24011121950CE.csv,NIFTY24011121450PE.csv,2024-01-08 11:57:00,,,-6945.0
January,08-01-2024,10:15:00,11:58:00,150,21950,21450,20.6,26.2,11.9,59.3,46.8,71.2,70.2,-3660.0,PAIR_STOPLOSS_HIT,NIFTY24011121950CE.csv,NIFTY24011121450PE.csv,2024-01-08 11:58:00,,,-10605.0
January,08-01-2024,09:45:00,14:59:00,150,21900,21400,24.3,27.7,12.8,45.35,52.0,58.15,78.0,-922.5,FORCE_EXIT_1459,NIFTY24011121900CE.csv,NIFTY24011121400PE.csv,2024-01-08 14:59:00,,,-11527.5
